qbb_non,lat_non,ruq_nu,ruo_nu,rup_nu,ron_nu,dlm_noN,fur_no,ll1_neniE,ll2_no,ro1_beS,ro2_buk,ro3_bet,ro4_nu,pm1_nEN,pm2_nEN,pm3_nEN,pm4_nEN,pm5_neN,lm1_miE,lm2_miNE,eg1_NaN,eg2_brizE,eg3_nomiE,eg4_miE,li1_nu,li2_nu,li3_nE,ve1_no,ve2_no,ve3_no,ito_non,ita_non,itg_un,itf_non,nea_nun,src_non,sro_no,sc1_no,sc2_no,sc3_no,sc4_nun,ca1_no,ca2_no,ca3_no,ca4_no,ca5_no,ca6_no,spa_no,ast_noN,por_na,glg_noN,pr1_nuN,pr2_nepE,fro_n3pEs,fra_n3pE,pcd_npw,win_nin
qbb_unus,lat_unus,ruq_un,ruo_ur,rup_unu,ron_un,dlm_ioiN,fur_uN,ll1_uN,ll2_uN,ro1_en,ro2_in,ro3_en,ro4_in,pm1_iN,pm2_iN,pm3_iN,pm4_iN,pm5_iiN,lm1_i,lm2_viN,eg1_own,eg2_un,eg3_un,eg4_un,li1_iN,li2_uN,li3_iN,ve1_uno,ve2_uN,ve3_uno,ito_uno,ita_uno,itg_uno,itf_unu,nea_un3,src_unu,sro_unu,sc1_unu,sc2_unu,sc3_unu,sc4_unu,ca1_un,ca2_un,ca3_un,ca4_un,ca5_un,ca6_un,spa_un,ast_uN,por_u,glg_uN,pr1_iN,pr2_io,fro_in,fra_E,pcd_E,win_NaN
qbb_homo,lat_omo,ruq_wom,ruo_om,rup_omu,ron_om,dlm_om,fur_om,ll1_womo,ll2_om,ro1_k3rSSEwn,ro2_k3rSSEwn,ro3_k3rStEN,ro4_umEn,pm1_om,pm2_om,pm3_om,pm4_om,pm5_omEN,lm1_Em,lm2_om,eg1_sCan,eg2_stiEn,eg3_om,eg4_om,li1_omu,li2_omu,li3_kristiEN,ve1_omo,ve2_om,ve3_om,ito_womo,ita_womo,itg_omo,itf_omu,nea_kr3stiEn3,src_omine,sro_omini,sc1_kriStiEnu,sc2_kristiEnu,sc3_kristiEnu,sc4_kriStiEnu,ca1_om3,ca2_ome,ca3_omu,ca4_ome,ca5_ome,ca6_ome,spa_ombre,ast_ome,por_omai,glg_ome,pr1_ome,pr2_omo,fro_em3,fra_om,pcd_om,win_Z
qbb_pluwiE,lat_pluviE,ruq_ploEi3,ruo_ploie,rup_ploEie,ron_ploEie,dlm_plovEiE,fur_ploie,ll1_plweiE,ll2_pieviE,ro1_pliEvZ3,ro2_pliEvZ3,ro3_pliEvZ3,ro4_plEvZ3,pm1_piEvE,pm2_piEvE,pm3_piEvE,pm4_piEvE,pm5_piovE,lm1_EkwE,lm2_EkwE,eg1_piuvE,eg2_piovE,eg3_piovE,eg4_EkvE,li1_puiE,li2_EgwE,li3_EgwE,ve1_piovE,ve2_piovE,ve3_piovE,ito_pioZE,ita_pioZE,itg_pioZE,itf_piodE,nea_kioZ3,src_progidE,sro_EbE,sc1_EkwE,sc2_kiuvutE,sc3_kiuvutE,sc4_EkwE,ca1_pluZ3,ca2_pluZE,ca3_pluZ3,ca4_pluZE,ca5_pluCE,ca6_pluCE,spa_LubiE,ast_LubiE,por_Suva,glg_CoibE,pr1_pljEio,pr2_pLo8e,fro_plji3,fra_plji,pcd_plEv,win_plif
qbb_rubEr,lat_NaN,ruq_roS,ruo_roisu,rup_EroSu,ron_roSu,dlm_rEws,fur_ros,ll1_kweCuN,ll2_keCeN,ro1_koC3n,ro2_SieC3n,ro3_koC3n,ro4_koC3n,pm1_rus,pm2_rus,pm3_rus,pm4_rus,pm5_rus,lm1_ros,lm2_rus,eg1_roz,eg2_ros,eg3_ros,eg4_ros,li1_ruZu,li2_rusu,li3_rusu,ve1_roso,ve2_ros,ve3_ros,ito_roso,ita_roso,itg_roso,itf_ruSu,nea_rus3,src_ruviu,sro_Erubiu,sc1_zusu,sc2_rusu,sc3_rusu,sc4_zusu,ca1_b3rmEL,ca2_roC,ca3_v3rmEi,ca4_roC,ca5_roC,ca6_roC,spa_roxo,ast_koLorEo,por_v3rmaLu,glg_bermeLo,pr1_ruZe,pr2_ro8o,fro_roZ3,fra_ruZ,pcd_ruS,win_ruC
qbb_wiE,lat_viE,ruq_drum,ruo_kole,rup_kEle,ron_drum,dlm_kEl,fur_strEde,ll1_StrEdE,ll2_StrEdE,ro1_vi3,ro2_vi3,ro3_vei3,ro4_vi3,pm1_strE,pm2_strE,pm3_strE,pm4_strE,pm5_strE,lm1_strEdE,lm2_StrEdE,eg1_stre,eg2_strEdE,eg3_strEdE,eg4_strEdE,li1_strEdE,li2_strEdE,li3_Stro,ve1_strEdE,ve2_strE8E,ve3_strE8E,ito_strEdE,ita_strEdE,itg_strEdE,itf_StrEdE,nea_strEt3,src_istrEdE,sro_EruxE,sc1_SrEtE,sc2_SrEtE,sc3_SrEtE,sc4_SrEtE,ca1_k3mi,ca2_kEmi,ca3_k3mi,ca4_kEmi,ca5_kEmi,ca6_kEmi,spa_kEmino,ast_kEmiN,por_iStrE8a,glg_kEmiNo,pr1_kEmiN,pr2_rotE,fro_voi3,fra_rut,pcd_rut,win_vei
qbb_rEdiks,lat_rEdiks,ruq_korin,ruo_koren,rup_Er3d3Tin3,ron_r3d3Cin3,dlm_rEdEikE,fur_lidris,ll1_rEvizE,ll2_reiS,ro1_r3ZiS,ro2_r3ZiS,ro3_rEiS,ro4_r3ZiS,pm1_rEis,pm2_rEis,pm3_rEiz,pm4_rEdis,pm5_rEdis,lm1_rEis,lm2_rEdis,eg1_rEdizE,eg2_rEdis,eg3_rEiz,eg4_iErisE,li1_rEdiCi,li2_reiZE,li3_rEiZe,ve1_rEizE,ve2_rE8is,ve3_rE8izE,ito_rEdiCe,ita_rEdiCe,itg_bErbE,itf_rEdikE,nea_rEr3k3,src_rEiginE,sro_EreZini,sc1_zErikE,sc2_rEdikE,sc3_rEdikE,sc4_zErikE,ca1_3rel,ca2_Erel,ca3_rEl,ca4_ErEl,ca5_rEil,ca6_rEil,spa_rEi8,ast_rEi8,por_raiS,glg_rEi8,pr1_rEsino,pr2_rEsinE,fro_rETin3,fra_rEsin,pcd_rESEn,win_risinei
qbb_rutundus,lat_rutundus,ruq_gurguLEt,ruo_tond,rup_gurguLeEtu,ron_rotund,dlm_NaN,fur_tEront,ll1_turont,ll2_toron,ro1_r3dunt,ro2_r3dunt,ro3_r3dont,ro4_r3dwont,pm1_rutuNd,pm2_rutuNd,pm3_rutuNd,pm4_rutuNd,pm5_rutoNt,lm1_rotont,lm2_redunt,eg1_tond,eg2_tond,eg3_rotond,eg4_Erdond,li1_riuNdu,li2_riuNdu,li3_riuNdu,ve1_toNdo,ve2_toNdo,ve3_toNdo,ito_tondo,ita_rotondo,itg_tondo,itf_tonu,nea_tun3,src_tundu,sro_tundu,sc1_tunu,sc2_tunu,sc3_tunu,sc4_tunu,ca1_ru8o,ca2_ro8ore8o,ca3_r38o,ca4_re8o,ca5_re8o,ca6_re8o,spa_re8on8o,ast_redondo,por_r38endu,glg_re8ondo,pr1_reduN,pr2_rio,fro_reent,fra_r,pcd_ro,win_r
qbb_hErenE,lat_ErenE,ruq_pisok,ruo_sElbun,rup_Erin3,ron_nisip,dlm_sElbwoN,fur_sEvEloN,ll1_sEbloN,ll2_sEoloN,ro1_s3blun,ro2_s3blun,ro3_s3vluN,ro4_s3blun,pm1_sEbiE,pm2_sEbiE,pm3_sEbiE,pm4_sEbiE,pm5_sEbiE,lm1_sEbiE,lm2_sEbiE,eg1_sEbiown,eg2_sEbiE,eg3_sEbiE,eg4_sEbiE,li1_sEbiE,li2_ENE,li3_sEbiE,ve1_sEbiE,ve2_sEbiE,ve3_sEbiE,ito_renE,ita_sEbiE,itg_renE,itf_sEbiE,nea_renE,src_renE,sro_ErEnE,sc1_zinE,sc2_rinE,sc3_rinE,sc4_zinE,ca1_sor3,ca2_ErenE,ca3_3rEn3,ca4_ErenE,ca5_ErenE,ca6_ErenE,spa_ErenE,ast_ErenE,por_araia,glg_EreE,pr1_sEblo,pr2_sEbLE,fro_Erein3,fra_sobl,pcd_sEb,win_sEp
qbb_dekErE,lat_dikErE,ruq_zik,ruo_ziCe,rup_Ziku,ron_EziCe,dlm_dekro,fur_di,ll1_di,ll2_dir,ro1_dir,ro2_dir,ro3_dEkr,ro4_dir,pm1_di,pm2_di,pm3_di,pm4_di,pm5_di,lm1_di,lm2_di,eg1_di,eg2_dir,eg3_dir,eg4_dir,li1_di,li2_di,li3_di,ve1_dir,ve2_dir,ve3_dir,ito_diCere,ita_dire,itg_di,itf_di,nea_diS3r3,src_nErere,sro_nEi,sc1_riri,sc2_diri,sc3_diri,sc4_riri,ca1_di,ca2_di,ca3_di,ca4_dir,ca5_dir,ca6_dir,spa_de8ir,ast_di8ir,por_dizer,glg_di8ir,pr1_dire,pr2_dire,fro_dir3,fra_dir,pcd_dir,win_dir
qbb_widerE,lat_viderE,ruq_vet,ruo_vedE,rup_vedu,ron_EvedeE,dlm_vedEr,fur_viodi,ll1_ud3i,ll2_veder,ro1_v3zEir,ro2_v3zer,ro3_vEkr,ro4_v3Ter,pm1_v3di,pm2_v3de,pm3_v3de,pm4_v3de,pm5_vEgi,lm1_Et,lm2_vedE,eg1_vde,eg2_vEdEr,eg3_vEder,eg4_vEder,li1_vede,li2_vede,li3_viEi,ve1_vEder,ve2_ve8er,ve3_ve8er,ito_vedere,ita_vedere,itg_vedere,itf_vede,nea_v3rE,src_biere,sro_biri,sc1_viriri,sc2_vidiri,sc3_vidiri,sc4_vizi,ca1_bEwr3,ca2_bEwre,ca3_vEwr3,ca4_vEwre,ca5_bore,ca6_bore,spa_ber,ast_ber,por_ver,glg_ber,pr1_vEire,pr2_vi,fro_veoir,fra_vwEr,pcd_vir,win_vEi
qbb_semEn,lat_semEn,ruq_siminT3,ruo_seminTE,rup_siminT3,ron_s3minT3,dlm_semiEnT,fur_semEnCe,ll1_sum3nTE,ll2_s3menTE,ro1_sem,ro2_sem,ro3_sem,ro4_sem,pm1_smEns,pm2_smEns,pm3_smenz,pm4_smEns,pm5_sEmnE,lm1_somesE,lm2_sumenTE,eg1_smentE,eg2_smEnt,eg3_semEinsE,eg4_smEinsE,li1_semi,li2_seme,li3_semENTE,ve1_seme,ve2_sem,ve3_semEN8E,ito_seme,ita_seme,itg_seme,itf_seme,nea_s3mEnt3,src_semene,sro_sEmini,sc1_simiEnTE,sc2_simEnTE,sc3_simEnTE,sc4_simEnTE,ca1_L3bo,ca2_LEboLEo,ca3_L3vo,ca4_LEvor,ca5_LEbor,ca6_LEbor,spa_semiLE,ast_simiente,por_s3ment3,glg_semente,pr1_grEno,pr2_grEnE,fro_semEnT3,fra_grEn,pcd_grEn,win_grn
qbb_sEderE,lat_sEderE,ruq_Sot,ruo_SedE,rup_Sedu,ron_ESedeE,dlm_sedwor,fur_stEsentEt,ll1_veSt3rs3ntE,ll2_esersentE,ro1_ses3r,ro2_ses3r,ro3_C3ntEr,ro4_sET3r,pm1_ste,pm2_stesEtE,pm3_stese,pm4_stEsetE,pm5_sEtEsi,lm1_sentEso,lm2_setEsZu,eg1_zde,eg2_sEntErEs,eg3_seder,eg4_seder,li1_setEse,li2_esesetow,li3_setE,ve1_seNtErse,ve2_seNtErse,ve3_seNtErsedo,ito_sedere,ita_sedere,itg_siEde,itf_sede,nea_stEEs3tEt3,src_sedere,sro_sETi,sc1_EsitErisi,sc2_sitErisi,sc3_EsitErisi,sc4_EsitErisi,ca1_sEwr3,ca2_sEwre,ca3_sEwr3,ca4_sEwre,ca5_sentErse,ca6_estErEsentEt,spa_estErsentE8o,ast_sentEse,por_iStErsentE8u,glg_sentErse,pr1_EstreEsetE,pr2_etreEStE,fro_seoir,fra_EtrEsi,pcd_EtEsi,win_EsEsi
qbb_kutis,lat_kutis,ruq_koEZ3,ruo_koze,rup_teEle,ron_piele,dlm_piEl,fur_piEl,ll1_pel,ll2_pel,ro1_pel,ro2_piEl,ro3_pel,ro4_pel,pm1_pEl,pm2_pEl,pm3_pEl,pm4_pEl,pm5_pEl,lm1_pEl,lm2_pEl,eg1_pElE,eg2_pel,eg3_pElE,eg4_pElE,li1_pele,li2_pele,li3_pEle,ve1_pEe,ve2_pEl,ve3_pEl,ito_pEle,ita_pEle,itg_pEle,itf_pEle,nea_pEl3,src_pede,sro_pEdi,sc1_piEdi,sc2_pEdi,sc3_pEdi,sc4_pEdi,ca1_peL,ca2_peL,ca3_pei,ca4_peL,ca5_peL,ca6_peL,spa_piel,ast_piel,por_pEl3,glg_pEl,pr1_pEw,pr2_pe,fro_pEl,fra_po,pcd_pio,win_pe
qbb_dormirE,lat_dormirE,ruq_dorm,ruo_durmi,rup_dormu,ron_Edormi,dlm_dormEr,fur_durmi,ll1_durmi,ll2_dormir,ro1_durmir,ro2_durmir,ro3_durmEkr,ro4_durmir,pm1_dErme,pm2_dErme,pm3_dErme,pm4_dErme,pm5_dormi,lm1_dirmi,lm2_durmi,eg1_durmi,eg2_durmir,eg3_durmir,eg4_durmir,li1_durmi,li2_durmi,li3_durmi,ve1_dormir,ve2_dromir,ve3_dormir,ito_dormire,ita_dormire,itg_dormire,itf_durmi,nea_durmi,src_dromire,sro_dromiri,sc1_rwormiri,sc2_domiri,sc3_dormiri,sc4_rormiri,ca1_durmi,ca2_dormi,ca3_durmi,ca4_dormir,ca5_dormir,ca6_dormir,spa_dormir,ast_durmir,por_durmir,glg_durmir,pr1_durmi,pr2_dromi,fro_dormir,fra_dormir,pcd_dErmir,win_dwErmi
qbb_pErwus,lat_pErvus,ruq_mik,ruo_mik,rup_Niku,ron_mik,dlm_pelo,fur_piCul,ll1_pitl,ll2_pikol,ro1_piC3n,ro2_piN,ro3_piC3n,ro4_piC3n,pm1_Cit,pm2_Cit,pm3_Cit,pm4_Cit,pm5_piCupiCniN,lm1_piCEn,lm2_peniN,eg1_Tnin,eg2_pikul,eg3_Cik,eg4_CEk,li1_piCin,li2_piCin,li3_piCitu,ve1_pikoeo,ve2_pikol,ve3_Cek,ito_piColo,ita_pikolo,itg_piCino,itf_pikulu,nea_piCiril3,src_minuZu,sro_pitiku,sc1_niku,sc2_piCiridu,sc3_niku,sc4_niku,ca1_p3tit,ca2_petit,ca3_p3tit,ca4_menut,ca5_Cikotet,ca6_Cikotet,spa_pekeNo,ast_pekeNo,por_p3kenu,glg_pekeno,pr1_piCot,pr2_ptiu,fro_p3tit,fra_p3ti,pcd_tio,win_piti
qbb_fumus,lat_fumus,ruq_fum,ruo_dim,rup_fumu,ron_fum,dlm_NaN,fur_fum,ll1_fum,ll2_fum,ro1_fim,ro2_fem,ro3_fem,ro4_fim,pm1_fim,pm2_fim,pm3_fim,pm4_fim,pm5_fim,lm1_fEm,lm2_fim,eg1_fom,eg2_fum,eg3_fum,eg4_fom,li1_fimu,li2_fimu,li3_fime,ve1_fumo,ve2_fum,ve3_fuN,ito_fumo,ita_fumo,itg_fumo,itf_fumu,nea_fum3,src_fumu,sro_fumu,sc1_fumu,sc2_fumu,sc3_fumu,sc4_fumu,ca1_fum,ca2_fum,ca3_fum,ca4_fum,ca5_fum,ca6_fum,spa_umo,ast_fumo,por_fumu,glg_fume,pr1_fim,pr2_fmire,fro_fim,fra_fime,pcd_fEmE,win_fimir
qbb_stErE,lat_stErE,ruq_stEw,ruo_sto,rup_Sedumprostu,ron_EstEinpiCoEre,dlm_stworiNpins,fur_stEimpins,ll1_StEmpe,ll2_StErenpe,ro1_StEr,ro2_StEr,ro3_StEr,ro4_StEr,pm1_stedrit,pm2_steEnpe,pm3_stedrit,pm4_stEENpe,pm5_stENpevesiNpe,lm1_stEnpe,lm2_StEinpee,eg1_NaN,eg2_stErinpie,eg3_stErinpe,eg4_stErinpee,li1_stEiNpe,li2_stEiNpe,li3_Steimpe,ve1_stEriNpie,ve2_stEriNpE,ve3_stEriNpie,ito_stEredrito,ita_stEreinpiEdi,itg_stEreinpiEdi,itf_StEritu,nea_stEEliert3,src_istEreEsEriTE,sro_EbErEiibei,sc1_stEriEgritE,sc2_stEriEdritE,sc3_stEriEditE,sc4_stEriEditE,ca1_3stE8rEt,ca2_EstE8rEt,ca3_3stE8rEt,ca4_estErdepEw,ca5_estErdepEw,ca6_estErdret,spa_estErdepie,ast_tErdepie,por_iStEraipE,glg_estErdepE,pr1_Estredre,pr2_etredEpi,fro_esterEnpieT,fra_Etrd3bu,pcd_Etdbu,win_EsdrEse
qbb_stelE,lat_stelE,ruq_stew3,ruo_stE,rup_steEo,ron_steE,dlm_stElE,fur_stEle,ll1_St3ilE,ll2_SteilE,ro1_StEil3,ro2_StEil3,ro3_StEil3,ro4_StEil3,pm1_stEilE,pm2_stEilE,pm3_stEilE,pm4_steilE,pm5_stElE,lm1_stElE,lm2_StElE,eg1_stElE,eg2_stElE,eg3_stElE,eg4_strElE,li1_stelE,li2_stelE,li3_StEiE,ve1_steE,ve2_stelE,ve3_stelE,ito_stelE,ita_stelE,itg_stelE,itf_StelE,nea_stel3,src_istedE,sro_stEdE,sc1_StidE,sc2_stidE,sc3_stidE,sc4_StidE,ca1_3streL3,ca2_estreLEstreLE,ca3_3streL3,ca4_estreLE,ca5_EstrelE,ca6_estrElE,spa_estreLE,ast_estreLE,por_iStrela,glg_estrelE,pr1_estelo,pr2_etEilE,fro_estoil3,fra_etwEl,pcd_etwEl,win_stwEi
qbb_lEpis,lat_lEpis,ruq_rop3,ruo_3rpE,rup_teEtr3,ron_piEtr3,dlm_pitrE,fur_klEp,ll1_sEs,ll2_sEs,ro1_krEp,ro2_krEp,ro3_krEp,ro4_krEp,pm1_pErE,pm2_pErE,pm3_perE,pm4_pErE,pm5_prEiE,lm1_predE,lm2_sEs,eg1_sEs,eg2_prEdE,eg3_ZErown,eg4_predE,li1_priE,li2_priE,li3_prEiE,ve1_piErE,ve2_sEs,ve3_piErE,ito_piEtrE,ita_piEtrE,itg_sEso,itf_sEsu,nea_prEt3,src_perdE,sro_perdE,sc1_piEtrE,sc2_pEtrE,sc3_pEtrE,sc4_pEtrE,ca1_pe8r3,ca2_pe8rE,ca3_pe8r3,ca4_pe8rE,ca5_pe8rE,ca6_pe8rE,spa_pie8rE,ast_piedrE,por_pE8ra,glg_pE8rE,pr1_pEiro,pr2_piEro,fro_pier3,fra_piEr,pcd_piEr,win_pir
qbb_sol,lat_sol,ruq_soEri,ruo_sore,rup_soEre,ron_soEre,dlm_sEwl,fur_sorEli,ll1_sur3dl,ll2_soreie,ro1_suleL,ro2_suleL,ro3_suLeL,ro4_sulEi,pm1_sul,pm2_sul,pm3_sul,pm4_sul,pm5_sul,lm1_sul,lm2_suu,eg1_sowl,eg2_sol,eg3_sol,eg4_sowl,li1_su,li2_su,li3_su,ve1_sol,ve2_sol,ve3_sol,ito_sole,ita_sole,itg_sole,itf_sole,nea_sol3,src_sole,sro_soli,sc1_suli,sc2_suli,sc3_suli,sc4_suli,ca1_sol,ca2_sol,ca3_sol,ca4_sol,ca5_sol,ca6_sol,spa_sol,ast_sol,por_sol,glg_sol,pr1_sulEw,pr2_sElwE,fro_solEL,fra_solEi,pcd_sole,win_solE
qbb_nErE,lat_nEtErE,ruq_pliv3ies,ruo_plivi,rup_Enotu,ron_EinotE,dlm_notwor,fur_nEdE,ll1_nudE,ll2_nodEr,ro1_nudEr,ro2_s3nudEr,ro3_nudEr,ro4_n3dEr,pm1_nue,pm2_nue,pm3_nue,pm4_nue,pm5_nEvE,lm1_nidE,lm2_nudE,eg1_nEvige,eg2_nudEr,eg3_nudEr,eg4_nudEr,li1_NuE,li2_nEE,li3_nEE,ve1_nuEr,ve2_nogEr,ve3_no8Er,ito_nwotEre,ita_nwotEre,itg_notEre,itf_notE,nea_nEtE,src_nEdEre,sro_nEdEi,sc1_nEtEri,sc2_nEtEri,sc3_nEtEri,sc4_nEtEri,ca1_n38E,ca2_nE8E,ca3_n38E,ca4_nE8Er,ca5_nE8Er,ca6_nE8Er,spa_nE8Er,ast_nEdEr,por_na8Er,glg_nE8Er,pr1_nedE,pr2_nE8i,fro_noer,fra_nEZe,pcd_nEZe,win_nEZe
qbb_kEwdE,lat_kEwdE,ruq_koEd3,ruo_kodE,rup_koEd3,ron_koEd3,dlm_kud,fur_kode,ll1_kodE,ll2_kowdE,ro1_ku3,ro2_ku3,ro3_ku3,ro4_ku3,pm1_kuE,pm2_kuE,pm3_kuE,pm4_kuE,pm5_kuE,lm1_kuE,lm2_kuE,eg1_kowdE,eg2_koE,eg3_kovE,eg4_kovE,li1_kuE,li2_kuE,li3_kuE,ve1_koE,ve2_koE,ve3_ko8E,ito_kodE,ita_kodE,itg_kodE,itf_koE,nea_kor3,src_koE,sro_koE,sc1_kurE,sc2_kudE,sc3_kudE,sc4_kurE,ca1_ku3,ca2_kuE,ca3_ko3,ca4_kuE,ca5_kuE,ca6_kuE,spa_kolE,ast_kolE,por_kEw8a,glg_kolE,pr1_ko,pr2_kEvE,fro_ko3,fra_kE,pcd_CE,win_kE
qbb_ilE,lat_ilE,ruq_TelE,ruo_ECelE,rup_ETelu,ron_ECel,dlm_kol,fur_kEl,ll1_k3l,ll2_kel,ro1_Cel,ro2_Cel,ro3_Ewt3r,ro4_kwel,pm1_C3l,pm2_kul,pm3_kul,pm4_kul,pm5_kullE,lm1_kEl,lm2_kwEllE,eg1_kwEl,eg2_kwel,eg3_kwEl,eg4_kol,li1_kwElu,li2_kwEluli,li3_kwElu,ve1_kwEo,ve2_kwel,ve3_kwel,ito_kwelo,ita_kwelo,itg_kwelo,itf_kwilu,nea_kil3,src_kudu,sro_kudu,sc1_kidu,sc2_kidu,sc3_kidu,sc4_kidu,ca1_3kEL,ca2_EkeL,ca3_3kEi,ca4_EkeL,ca5_EkeL,ca6_EkeL,spa_Ekel,ast_Ekel,por_akel3,glg_EkEl,pr1_Ekew,pr2_Sole,fro_Til,fra_s3lE,pcd_Slo,win_silE
qbb_hik,lat_ik,ruq_TistE,ruo_CestE,rup_Eestu,ron_ECest,dlm_kost,fur_kEst,ll1_k3St,ll2_keSt,ro1_kwEl,ro2_kwel,ro3_Sel,ro4_kwist,pm1_kust,pm2_kust,pm3_kust,pm4_kust,pm5_kuski,lm1_kEsto,lm2_kwEstuki,eg1_kwest,eg2_kwest,eg3_kwEst,eg4_kost,li1_kwEstu,li2_stuki,li3_kwEstu,ve1_kwesto,ve2_sto,ve3_kwesto,ito_kwesto,ita_kwesto,itg_kwesto,itf_tistu,nea_kist3,src_kustu,sro_kustu,sc1_kistu,sc2_kistu,sc3_kistu,sc4_kistu,ca1_3kEt3kEst,ca2_Eket,ca3_3kEt,ca4_este,ca5_este,ca6_este,spa_este,ast_esti,por_eSt3,glg_este,pr1_Ekest,pr2_stitiE,fro_Tist,fra_s3si,pcd_SSi,win_sisi
qbb_tu,lat_tu,ruq_tu,ruo_tu,rup_tine,ron_tu,dlm_tu,fur_tu,ll1_tu,ll2_tu,ro1_ti,ro2_ti,ro3_te,ro4_ti,pm1_ti,pm2_ti,pm3_ti,pm4_ti,pm5_ti,lm1_te,lm2_ti,eg1_te,eg2_ti,eg3_tE,eg4_te,li1_ti,li2_ti,li3_ti,ve1_ti,ve2_ti,ve3_ti,ito_tu,ita_tu,itg_te,itf_te,nea_tu,src_tue,sro_tui,sc1_tu,sc2_tu,sc3_tu,sc4_tu,ca1_tu,ca2_tu,ca3_tu,ca4_tu,ca5_tu,ca6_tu,spa_tu,ast_tu,por_tu,glg_ti,pr1_ti,pr2_tE,fro_ti,fra_ti,pcd_ti,win_ti
qbb_liNgwE,lat_liNgwE,ruq_limb3,ruo_limbE,rup_limb3,ron_limb3,dlm_lENgE,fur_lENge,ll1_l3NgE,ll2_leNgE,ro1_liewNg3,ro2_liewNg3,ro3_LENg3,ro4_lew3,pm1_lENgE,pm2_lENgE,pm3_leNgE,pm4_lENgE,pm5_leNgwE,lm1_lENgwE,lm2_leNgwE,eg1_lengvE,eg2_lENgwE,eg3_lENgvE,eg4_lENgwE,li1_liNgwE,li2_liNgwE,li3_lENgwE,ve1_eNgwE,ve2_leNgwE,ve3_leNgwE,ito_liNgwE,ita_liNgwE,itg_liNgwE,itf_leNgwE,nea_leNgw3,src_limbE,sro_limbE,sc1_liNgwE,sc2_liNgwE,sc3_liNgwE,sc4_liNkwE,ca1_LeNgw3,ca2_LeNgwE,ca3_LeNgu,ca4_LeNgwE,ca5_LeNgwE,ca6_LeNgwE,spa_leNgwE,ast_LiNgwE,por_liNgwa,glg_liNgwE,pr1_leNgo,pr2_lEgE,fro_lENg3,fra_log,pcd_log,win_lk
qbb_dens,lat_dens,ruq_dinti,ruo_dinte,rup_dinte,ron_dinte,dlm_diEnt,fur_dint,ll1_d3nt,ll2_dent,ro1_dEnt,ro2_dEnt,ro3_dEint,ro4_dEint,pm1_dENt,pm2_dENt,pm3_dENt,pm4_dENt,pm5_deNC,lm1_det,lm2_denC,eg1_dent,eg2_dent,eg3_dEint,eg4_dEint,li1_dEnte,li2_dente,li3_dENCu,ve1_deNte,ve2_dENt,ve3_dENt,ito_dEnte,ita_dEnte,itg_dEnte,itf_dEnte,nea_dEnt3,src_dente,sro_dEnti,sc1_riEnti,sc2_rEnti,sc3_dEnti,sc4_rEnti,ca1_den,ca2_den,ca3_dent,ca4_dent,ca5_dent,ca6_dent,spa_diente,ast_diente,por_dent3,glg_dente,pr1_dEnt,pr2_dE,fro_dEnt,fra_do,pcd_dE,win_d
qbb_Erbor,lat_Erbor,ruq_Erbur,ruo_lem3n,rup_Erburi,ron_kopEk,dlm_iErbur,fur_Erbul,ll1_l3N,ll2_Elber,ro1_plEnt3,ro2_plont3,ro3_plEnt3,ro4_bESS,pm1_piENtE,pm2_Erbu,pm3_Erbu,pm4_ErbrE,pm5_piENtE,lm1_piEntE,lm2_piEntE,eg1_elbEr,eg2_Erbul,eg3_elber,eg4_Elber,li1_Erbu,li2_erbu,li3_Erbu,ve1_Elbero,ve2_Elber,ve3_Elbero,ito_Elbero,ita_Elbero,itg_piEntE,itf_piEntE,nea_Eb3r3,src_Ervure,sro_mEtE,sc1_Erbulu,sc2_Eburu,sc3_Ervulu,sc4_mECE,ca1_Ebr3,ca2_Ebre,ca3_Ebr3,ca4_Ebre,ca5_Ebre,ca6_Ebre,spa_Erbol,ast_Erbol,por_Ervur3,glg_Erbore,pr1_Ewbre,pr2_Ebro,fro_Erbr3,fra_Erbr,pcd_Eb,win_op
qbb_duo,lat_duo,ruq_doi,ruo_doi,rup_doi,ron_doi,dlm_doi,fur_doi,ll1_doi,ll2_doi,ro1_dus,ro2_dus,ro3_dus,ro4_dwos,pm1_dui,pm2_dui,pm3_dui,pm4_due,pm5_dii,lm1_du,lm2_dii,eg1_do,eg2_du,eg3_du,eg4_dow,li1_dui,li2_dui,li3_dji,ve1_do,ve2_doi,ve3_doi,ito_due,ita_due,itg_due,itf_du,nea_doi3,src_duos,sro_duzu,sc1_rui,sc2_dui,sc3_dui,sc4_ruE,ca1_dos,ca2_dos,ca3_dos,ca4_dos,ca5_dos,ca6_dos,spa_dos,ast_dos,por_doiS,glg_dows,pr1_dus,pr2_du,fro_dews,fra_dE,pcd_dE,win_dE
