L1,L2,Score,Score_distance,cluster_number
pr2,ca1,1.87453233795435,0.833564547985526,1
ca1,pr2,1.87453233795438,0.833564547985523,1
pcd,pm5,1.87649924085832,0.833389788690208,1
pm5,pcd,1.87649924085835,0.833389788690205,1
fra,ll1,1.87683280924555,0.8333601511437,1
ll1,fra,1.87683280924558,0.833360151143697,1
pm4,ca3,1.88037271147862,0.833045630880144,1
qbb,rup,1.88171088476504,0.832926734202491,1
rup,qbb,1.88171088476509,0.832926734202486,1
ruq,sc2,1.88397486345194,0.832725579728043,1
sc2,ruq,1.88397486345195,0.832725579728042,1
pm5,ast,1.88407414360194,0.832716758688114,1
eg4,pr2,1.88486059504654,0.832646882488336,1
pr2,eg4,1.88486059504656,0.832646882488335,1
ro4,rup,1.88612481265123,0.832534556771964,1
rup,ro4,1.88612481265125,0.832534556771962,1
lat,pm2,1.88797120828716,0.832370504545714,1
pm2,lat,1.88797120828719,0.832370504545711,1
por,ruq,1.88814882522878,0.832354723282952,1
ruq,por,1.88814882522878,0.832354723282952,1
eg2,ruq,1.88899940986469,0.83227914885003,1
ruq,eg2,1.88899940986469,0.83227914885003,1
rup,li1,1.89316436346084,0.831909092781667,1
li1,rup,1.89316436346085,0.831909092781666,1
sro,ll1,1.89414876090197,0.831821629082886,1
ll1,sro,1.89414876090203,0.831821629082881,1
ca6,fra,1.89567882700303,0.831685682731355,1
fra,ca6,1.89567882700303,0.831685682731355,1
eg3,rup,1.89583202556893,0.831672071040932,1
rup,eg3,1.895832025569,0.831672071040926,1
sro,ro2,1.90104447779052,0.83120894473445,1
ro2,sro,1.90104447779054,0.831208944734448,1
ito,pr2,1.90220164109934,0.831106130790758,1
pr2,ito,1.90220164109937,0.831106130790755,1
fra,eg2,1.90361362235369,0.830980676276194,1
eg2,fra,1.90361362235373,0.83098067627619,1
fur,pr2,1.90473448325372,0.830881087801011,1
pr2,fur,1.90473448325376,0.830881087801007,1
pm4,fro,1.90525642742897,0.83083471306839,1
pm5,ca1,1.90639395525412,0.830733643737146,1
pcd,ve3,1.90691595108133,0.830687264415249,1
ve3,pcd,1.90691595108135,0.830687264415247,1
sc3,fra,1.90809311944525,0.830582673022693,1
fra,sc3,1.90809311944536,0.830582673022683,1
ve1,rup,1.9109630678368,0.830327678148521,1
rup,ve1,1.91096306783685,0.830327678148516,1
pm3,ruq,1.9114449384851,0.830284863948205,1
ruq,pm3,1.9114449384851,0.830284863948205,1
fra,ca5,1.91291344928475,0.830154386784338,1
ca5,fra,1.91291344928479,0.830154386784334,1
pm3,win,1.91534235086227,0.829938578913381,1
win,pm3,1.91534235086228,0.82993857891338,1
fra,ca4,1.91912829177799,0.829602198116336,1
ca4,fra,1.91912829177803,0.829602198116333,1
fro,lm1,1.92143223487743,0.829397492804397,1
lm1,fro,1.92143223487745,0.829397492804395,1
fra,fur,1.9222763546044,0.829322492778544,1
fur,fra,1.92227635460443,0.829322492778541,1
ruq,ro1,1.92469534634331,0.829107565396608,1
ro1,ruq,1.92469534634333,0.829107565396606,1
ll1,ron,1.92490198310318,0.829089205723403,1
ron,ll1,1.92490198310318,0.829089205723403,1
ve2,pr2,1.92771707767998,0.8288390846099,1
pr2,ve2,1.92771707768002,0.828839084609896,1
eg2,rup,1.93066964877922,0.828576748709313,1
rup,eg2,1.93066964877924,0.828576748709311,1
ca2,fra,1.93518904985429,0.828175199987439,1
fra,ca2,1.93518904985433,0.828175199987436,1
ruq,itf,1.93656137545301,0.828053268877319,1
itf,ruq,1.93656137545306,0.828053268877315,1
sro,rup,1.93702281033596,0.828012270394468,1
rup,sro,1.937022810336,0.828012270394464,1
pm2,win,1.93801369740239,0.82792423009257,1
win,pm2,1.93801369740241,0.827924230092568,1
fra,eg3,1.93841688214065,0.827888407134253,1
eg3,fra,1.93841688214066,0.827888407134253,1
ro4,pr2,1.93874306592895,0.827859425709257,1
pr2,ro4,1.93874306592897,0.827859425709255,1
fro,qbb,1.93896324982053,0.827839862373591,1
qbb,fro,1.93896324982059,0.827839862373585,1
pcd,pm1,1.94056482437805,0.82769756249671,1
pm1,pcd,1.94056482437808,0.827697562496707,1
fra,ca3,1.94069296020063,0.827686177630678,1
ca3,fra,1.94069296020067,0.827686177630675,1
pr2,pm4,1.94096794224982,0.82766174547948,1
nea,pcd,1.94248810120192,0.827526679377994,1
pcd,nea,1.94248810120204,0.827526679377984,1
pcd,pm4,1.94454094313337,0.827344284401295,1
ruq,sro,1.94539754840876,0.82726817503464,1
sro,ruq,1.94539754840878,0.827268175034638,1
ll2,ron,1.94733121735016,0.827096368576428,1
ron,ll2,1.94733121735017,0.827096368576427,1
ll1,pr2,1.949262135251,0.826924806548132,1
pr2,ll1,1.94926213525101,0.826924806548131,1
fra,glg,1.94959000308584,0.826895675495623,1
glg,fra,1.94959000308584,0.826895675495623,1
itg,fra,1.96031630453943,0.82594264376253,1
fra,itg,1.96031630453948,0.825942643762525,1
lm2,sro,1.96517684804621,0.825510784540403,1
sro,lm2,1.96517684804623,0.825510784540401,1
pcd,pm3,1.96976835063739,0.825102829599838,1
pm3,pcd,1.96976835063742,0.825102829599836,1
sro,lm1,1.97467034716501,0.824667287277394,1
lm1,sro,1.97467034716504,0.824667287277391,1
lm2,fra,1.97571643938525,0.824574341998357,1
fra,lm2,1.97571643938526,0.824574341998356,1
pm1,sro,1.97879206603333,0.824301072613989,1
sro,pm1,1.97879206603334,0.824301072613988,1
lat,rup,1.97915140500218,0.824269145351667,1
rup,lat,1.97915140500224,0.824269145351662,1
fra,ro2,1.98279648595303,0.823945279960518,1
ro2,fra,1.98279648595307,0.823945279960514,1
ruq,ca2,1.98400988039083,0.823837469881807,1
ca2,ruq,1.9840098803909,0.823837469881801,1
pcd,pr2,1.98997912038149,0.823307102992701,1
pr2,pcd,1.98997912038151,0.8233071029927,1
qbb,ro2,1.99264767942217,0.823070001559518,1
ro2,qbb,1.99264767942219,0.823070001559516,1
li1,ruq,1.99795804179592,0.822598175937396,1
ruq,li1,1.99795804179595,0.822598175937393,1
sc2,pr2,1.99810064664935,0.822585505498177,1
pr2,sc2,1.99810064664937,0.822585505498175,1
lat,ro3,2.00162027546852,0.82227278652716,1
ro3,lat,2.00162027546858,0.822272786527155,1
ruq,ca6,2.00173073880908,0.822262971860907,1
ca6,ruq,2.0017307388091,0.822262971860905,1
eg1,ruq,2.00181654862787,0.822255347659716,1
ruq,eg1,2.00181654862797,0.822255347659707,1
ron,ast,2.00499449902011,0.82197298681212,1
ast,ron,2.00499449902013,0.821972986812119,1
ruq,sc3,2.00671705542379,0.821819937699912,1
sc3,ruq,2.00671705542381,0.82181993769991,1
ron,sc4,2.00702511314028,0.82179256677614,1
sc4,ron,2.0070251131403,0.821792566776139,1
ruo,nea,2.00777444740141,0.821725988437592,1
nea,ruo,2.00777444740148,0.821725988437586,1
ron,pm3,2.01050797682452,0.821483114386845,1
pm3,ron,2.01050797682453,0.821483114386844,1
ron,pr1,2.01266890504781,0.821291115944637,1
pr1,ron,2.01266890504785,0.821291115944634,1
ita,win,2.01455488319023,0.821123546813243,1
win,ita,2.0145548831903,0.821123546813237,1
ve2,rup,2.01993944363421,0.820645128693626,1
rup,ve2,2.01993944363429,0.820645128693619,1
pm4,src,2.02480202001729,0.820213088850469,1
ron,ca5,2.02507070105171,0.820189216544344,1
ca5,ron,2.02507070105174,0.820189216544342,1
ita,pcd,2.02877564272733,0.819860032528642,1
pcd,ita,2.02877564272733,0.819860032528642,1
lat,pm4,2.02964342157356,0.819782930390375,1
qbb,ca1,2.03190969721826,0.819581571831259,1
ca1,qbb,2.03190969721835,0.819581571831251,1
ruq,ca4,2.03207374453192,0.819566996229751,1
ca4,ruq,2.03207374453196,0.819566996229747,1
pcd,pm2,2.03710874072017,0.819119636889332,1
pm2,pcd,2.03710874072021,0.819119636889329,1
fra,ro3,2.03798699347505,0.81904160414443,1
ro3,fra,2.0379869934751,0.819041604144425,1
ve3,pr2,2.03928725804899,0.818926075655347,1
pr2,ve3,2.03928725804902,0.818926075655344,1
nea,pr2,2.04385919343977,0.818519859260262,1
pr2,nea,2.04385919343989,0.818519859260251,1
rup,itf,2.04899151589801,0.818063852482125,1
itf,rup,2.04899151589804,0.818063852482123,1
lat,fur,2.05066085505081,0.817915531721908,1
fur,lat,2.05066085505083,0.817915531721906,1
pm3,pr2,2.05213721483792,0.817784357175615,1
pr2,pm3,2.05213721483793,0.817784357175614,1
spa,ro3,2.05314762065591,0.817694582632916,1
ro3,spa,2.05314762065594,0.817694582632913,1
ast,lm1,2.05620429971565,0.817422996741505,1
lm1,ast,2.05620429971568,0.817422996741502,1
ron,pm2,2.05727791717492,0.817327605845369,1
pm2,ron,2.05727791717494,0.817327605845367,1
pm2,pr2,2.06448435193052,0.816687314218821,1
pr2,pm2,2.06448435193053,0.81668731421882,1
li3,sro,2.06642373260767,0.816515000272969,1
sro,li3,2.0664237326077,0.816515000272966,1
eg4,ron,2.08512836201654,0.814853094213406,1
ron,eg4,2.08512836201655,0.814853094213405,1
pr2,win,2.08610529046312,0.814766294134685,1
win,pr2,2.08610529046312,0.814766294134685,1
ron,pm4,2.08817136349772,0.814582723574658,1
lm1,ro3,2.09450150044408,0.81402029099612,1
ro3,lm1,2.09450150044408,0.81402029099612,1
ca3,ll1,2.09605870294127,0.813881933576175,1
ll1,ca3,2.09605870294127,0.813881933576175,1
ruq,ca5,2.09776640276663,0.813730204470741,1
ca5,ruq,2.09776640276667,0.813730204470738,1
fra,ll2,2.10013244040723,0.813519982059695,1
ll2,fra,2.10013244040723,0.813519982059695,1
pm4,glg,2.10137186547843,0.813409859159573,1
lm1,spa,2.10327377922435,0.813240874150033,1
spa,lm1,2.10327377922435,0.813240874150033,1
fra,ve2,2.10348539560316,0.813222072037756,1
ve2,fra,2.10348539560318,0.813222072037754,1
fro,lat,2.10576483489868,0.81301954388845,1
lat,fro,2.1057648348987,0.813019543888448,1
dlm,lm1,2.10669668136567,0.812936749342981,1
lm1,dlm,2.10669668136571,0.812936749342977,1
lat,pr1,2.11942335405543,0.811805984653724,1
pr1,lat,2.11942335405544,0.811805984653723,1
qbb,eg4,2.12007039740376,0.811748494861337,1
eg4,qbb,2.1200703974038,0.811748494861334,1
pm5,pr2,2.12296357923003,0.811491435696818,1
pr2,pm5,2.12296357923004,0.811491435696817,1
li2,ron,2.12353443704908,0.811440714987635,1
ron,li2,2.12353443704908,0.811440714987635,1
ve1,fra,2.12396825578804,0.811402170198787,1
fra,ve1,2.12396825578808,0.811402170198784,1
pcd,fro,2.12430228834726,0.811372491410605,1
fro,pcd,2.12430228834727,0.811372491410604,1
pm4,ron,2.12583928129087,0.81123592960921,1
sro,fur,2.12726777707802,0.81110900777864,1
fur,sro,2.12726777707805,0.811109007778637,1
pm1,spa,2.13693452955901,0.81025011695684,1
spa,pm1,2.13693452955903,0.810250116956838,1
pm4,qbb,2.13837375403729,0.810122241882213,1
fra,pm1,2.1413990160363,0.809853447396205,1
pm1,fra,2.14139901603631,0.809853447396204,1
fra,ro4,2.14652399994763,0.809398092647858,1
ro4,fra,2.14652399994768,0.809398092647854,1
glg,lm1,2.14665886385667,0.809386109991439,1
lm1,glg,2.14665886385669,0.809386109991438,1
sc3,pr2,2.14793912586373,0.809272358730142,1
pr2,sc3,2.14793912586376,0.809272358730139,1
qbb,ro1,2.15025485312676,0.809066606395434,1
ro1,qbb,2.15025485312686,0.809066606395425,1
glg,rup,2.15143789791904,0.808961492882301,1
rup,glg,2.15143789791904,0.808961492882301,1
ruq,sc1,2.15199185110875,0.808912274149196,1
sc1,ruq,2.15199185110877,0.808912274149194,1
fur,ron,2.15214892697888,0.808898317960347,1
ron,fur,2.1521489269789,0.808898317960346,1
ron,ca2,2.15309037714183,0.808814670126628,1
ca2,ron,2.15309037714187,0.808814670126624,1
ruq,src,2.15326390284216,0.808799252370597,1
src,ruq,2.15326390284216,0.808799252370597,1
pm4,pr2,2.15453346683953,0.80868645162731,1
pr1,lm1,2.15743363719563,0.808428771532013,1
lm1,pr1,2.15743363719566,0.80842877153201,1
qbb,li1,2.15998535327434,0.808202051594355,1
li1,qbb,2.15998535327436,0.808202051594354,1
ron,spa,2.16095654523284,0.80811576120252,1
spa,ron,2.16095654523285,0.808115761202519,1
eg1,rup,2.16481324707374,0.80777309329827,1
rup,eg1,2.16481324707386,0.807773093298259,1
pm4,lat,2.16715321211672,0.807565187437154,1
qbb,ro4,2.16823935520229,0.807468683639297,1
ro4,qbb,2.16823935520237,0.80746868363929,1
fra,ve3,2.17032166449282,0.807283670488159,1
ve3,fra,2.17032166449285,0.807283670488156,1
li1,fra,2.17392405124143,0.806963598476277,1
fra,li1,2.17392405124148,0.806963598476273,1
ron,ro4,2.17690157020214,0.80669904595855,1
ro4,ron,2.1769015702022,0.806699045958545,1
ron,ca4,2.17869852199014,0.806539386817493,1
ca4,ron,2.17869852199019,0.806539386817488,1
lm2,src,2.18376582155663,0.806089157322372,1
src,lm2,2.18376582155663,0.806089157322372,1
ve3,rup,2.18378649129951,0.806087320816008,1
rup,ve3,2.1837864912996,0.806087320816,1
qbb,li2,2.18822753656413,0.80569273400679,1
li2,qbb,2.18822753656416,0.805692734006787,1
ruo,ita,2.18918085098638,0.805608032033798,1
ita,ruo,2.18918085098639,0.805608032033797,1
pm4,spa,2.19314554357361,0.805255769153257,1
win,ca1,2.20166701864313,0.804498636213338,1
ca1,win,2.2016670186432,0.804498636213332,1
dlm,ca3,2.20266904985666,0.804409605754127,1
ca3,dlm,2.20266904985671,0.804409605754123,1
ron,ca6,2.20276885450686,0.804400738112362,1
ca6,ron,2.20276885450692,0.804400738112357,1
eg3,ruq,2.20702205499302,0.804022841309065,1
ruq,eg3,2.20702205499306,0.804022841309061,1
fro,sro,2.20820186317962,0.8039180153683,1
sro,fro,2.20820186317969,0.803918015368294,1
li3,fra,2.20913542463789,0.80383506844588,1
fra,li3,2.2091354246379,0.803835068445879,1
li1,sro,2.21058691215867,0.8037061038001,1
sro,li1,2.21058691215867,0.8037061038001,1
ito,fra,2.21083078622048,0.803684435593143,1
fra,ito,2.21083078622052,0.803684435593139,1
ron,ro1,2.2151409522131,0.803301477405398,1
ro1,ron,2.21514095221316,0.803301477405393,1
lm1,ro2,2.21523549332229,0.803293077429178,1
ro2,lm1,2.21523549332229,0.803293077429178,1
pm3,sro,2.21532466569605,0.803285154465025,1
sro,pm3,2.21532466569605,0.803285154465025,1
rup,nea,2.21921651297603,0.802939363889008,1
nea,rup,2.21921651297608,0.802939363889003,1
pcd,pr1,2.22197061781533,0.802694661712822,1
pr1,pcd,2.22197061781536,0.802694661712819,1
pm2,sro,2.22850775688351,0.802113836998676,1
sro,pm2,2.22850775688353,0.802113836998674,1
sro,ro1,2.22971859987137,0.802006253616257,1
ro1,sro,2.22971859987144,0.80200625361625,1
lat,ro2,2.23077106875824,0.80191274177048,1
ro2,lat,2.23077106875828,0.801912741770477,1
eg1,qbb,2.23158919931926,0.801840050881655,1
qbb,eg1,2.23158919931926,0.801840050881655,1
lat,eg4,2.23581191317393,0.801464862815136,1
eg4,lat,2.23581191317397,0.801464862815132,1
fro,itf,2.23704720700381,0.801355106975748,1
itf,fro,2.23704720700385,0.801355106975744,1
eg1,ro3,2.24465344621704,0.80067929272877,1
ro3,eg1,2.24465344621709,0.800679292728766,1
sro,pr1,2.24737732128336,0.800437276467488,1
pr1,sro,2.24737732128337,0.800437276467487,1
pm4,ca2,2.25352682294618,0.799890893331349,1
ruq,fur,2.25493137727741,0.799766098698799,1
fur,ruq,2.25493137727743,0.799766098698798,1
ve3,ruq,2.25768060967717,0.799521829438798,1
ruq,ve3,2.25768060967724,0.799521829438792,1
ro4,lm1,2.25983442751872,0.799330462753908,1
lm1,ro4,2.25983442751873,0.799330462753908,1
lm2,spa,2.26018672327949,0.799299161280525,1
spa,lm2,2.26018672327951,0.799299161280523,1
ron,ca3,2.26164772641845,0.799169351172204,1
ca3,ron,2.26164772641851,0.799169351172199,1
ruq,ro4,2.26375859672071,0.798981800375575,1
ro4,ruq,2.26375859672075,0.798981800375572,1
qbb,ron,2.26918275775981,0.798499863743639,1
ron,qbb,2.26918275775983,0.798499863743637,1
lat,li1,2.27349188846428,0.798116997541232,1
li1,lat,2.27349188846428,0.798116997541232,1
ve2,ruq,2.27374940095302,0.798094117560234,1
ruq,ve2,2.27374940095308,0.798094117560229,1
sro,ca3,2.27645493663083,0.797853730753363,1
ca3,sro,2.27645493663086,0.79785373075336,1
sro,pm4,2.28110193999854,0.797440844569585,1
src,lm1,2.28259055325385,0.797308581302815,1
lm1,src,2.28259055325387,0.797308581302813,1
lat,li2,2.284973165225,0.797096886262732,1
li2,lat,2.28497316522502,0.79709688626273,1
ruq,ca1,2.28548260442155,0.797051622597293,1
ca1,ruq,2.28548260442159,0.797051622597289,1
pm4,pcd,2.28780057736672,0.796845670733759,1
qbb,eg2,2.29130850976006,0.796533990990012,1
eg2,qbb,2.29130850976009,0.79653399099001,1
pm4,dlm,2.29240746924897,0.796436348454899,1
dlm,li3,2.2944061240286,0.796258768005876,1
li3,dlm,2.29440612402862,0.796258768005874,1
ca1,fra,2.296647007978,0.79605966549853,1
fra,ca1,2.296647007978,0.79605966549853,1
fro,pr2,2.30068103073639,0.795701242633258,1
pr2,fro,2.30068103073642,0.795701242633255,1
qbb,ca5,2.30201311644814,0.795582886836528,1
ca5,qbb,2.30201311644819,0.795582886836524,1
ron,glg,2.30467961930555,0.7953459680952,1
glg,ron,2.30467961930559,0.795345968095196,1
lat,eg1,2.31387669098505,0.794528808405998,1
eg1,lat,2.31387669098508,0.794528808405995,1
qbb,ca6,2.32234779160232,0.793776151235451,1
ca6,qbb,2.3223477916024,0.793776151235444,1
ita,pr2,2.32817446198046,0.79325845165441,1
pr2,ita,2.32817446198049,0.793258451654407,1
pm3,spa,2.32824438013719,0.793252239427169,1
spa,pm3,2.32824438013721,0.793252239427167,1
lm2,ca3,2.32827562200715,0.793249463587463,1
ca3,lm2,2.32827562200723,0.793249463587456,1
eg1,fro,2.33536568864499,0.79261951126654,1
fro,eg1,2.33536568864499,0.79261951126654,1
eg3,ron,2.34664523168246,0.791617324026509,1
ron,eg3,2.34664523168246,0.791617324026509,1
eg1,pr1,2.34712456619159,0.791574735162124,1
pr1,eg1,2.34712456619161,0.791574735162122,1
pm4,ro2,2.34825141630348,0.791474614545551,1
eg2,ron,2.3490433188286,0.791404254017347,1
ron,eg2,2.3490433188286,0.791404254017347,1
lat,ca5,2.35048515991446,0.791276146457174,1
ca5,lat,2.35048515991452,0.791276146457168,1
ruq,glg,2.3547724817869,0.790895217969185,1
glg,ruq,2.35477248178692,0.790895217969183,1
pm4,ca4,2.35738385422584,0.790663197564761,1
li3,ca4,2.35806671383847,0.790602525497796,1
ca4,li3,2.35806671383851,0.790602525497792,1
lat,eg2,2.35944473162312,0.790480088637036,1
eg2,lat,2.35944473162315,0.790480088637033,1
lat,ca6,2.36034121094849,0.790400436461602,1
ca6,lat,2.36034121094856,0.790400436461596,1
ca3,li3,2.36857242136173,0.789669093532305,1
li3,ca3,2.36857242136175,0.789669093532303,1
lat,ca1,2.37603024522019,0.789006465987509,1
ca1,lat,2.3760302452203,0.789006465987499,1
pm2,spa,2.37925295434984,0.788720128326724,1
spa,pm2,2.37925295434986,0.788720128326723,1
nea,fra,2.37927451517033,0.788718212648128,1
fra,nea,2.37927451517054,0.788718212648109,1
li3,spa,2.38230659317401,0.788448812560201,1
spa,li3,2.38230659317408,0.788448812560195,1
lat,ro4,2.38416461236829,0.788283727580956,1
ro4,lat,2.38416461236837,0.788283727580949,1
src,ca3,2.38483244011546,0.788224391095025,1
ca3,src,2.38483244011548,0.788224391095023,1
ron,ve2,2.38483971556507,0.788223744671429,1
ve2,ron,2.38483971556507,0.788223744671429,1
lat,ro1,2.38700310305203,0.78803152772368,1
ro1,lat,2.38700310305212,0.788031527723672,1
ca4,lm1,2.38892912854764,0.787860400385519,1
lm1,ca4,2.38892912854766,0.787860400385517,1
ca3,ro3,2.38894145459339,0.787859305216527,1
ro3,ca3,2.38894145459339,0.787859305216527,1
pr1,pr2,2.39118010936226,0.78766040077184,1
pr2,pr1,2.39118010936228,0.787660400771838,1
ron,ve1,2.39305186319037,0.787494095470572,1
ve1,ron,2.39305186319037,0.787494095470572,1
fro,nea,2.39809637494933,0.78704589067183,1
nea,fro,2.39809637494935,0.787045890671828,1
lm2,fro,2.39831010937817,0.787026900370838,1
fro,lm2,2.3983101093782,0.787026900370835,1
li2,fro,2.40060687511282,0.786822832767659,1
fro,li2,2.40060687511284,0.786822832767657,1
pr1,spa,2.40069881202916,0.786814664173937,1
spa,pr1,2.4006988120292,0.786814664173934,1
fro,pm1,2.40232020741097,0.786670603217097,1
pm1,fro,2.40232020741097,0.786670603217097,1
pm4,ca1,2.40775308128814,0.786187892449621,1
qbb,ca4,2.41280330288147,0.785739180332176,1
ca4,qbb,2.41280330288155,0.785739180332169,1
dlm,pr1,2.42386817606818,0.784756066505362,1
pr1,dlm,2.42386817606818,0.784756066505362,1
dlm,qbb,2.42877313023171,0.784320261397009,1
qbb,dlm,2.42877313023171,0.784320261397009,1
src,ron,2.43293151857179,0.783950788651555,1
ron,src,2.4329315185718,0.783950788651554,1
pr1,win,2.43453894718661,0.783807968641765,1
win,pr1,2.43453894718662,0.783807968641764,1
ll1,ca4,2.43508504665949,0.783759447711291,1
ca4,ll1,2.43508504665951,0.783759447711289,1
li2,ro3,2.4363862160955,0.783643838825225,1
ro3,li2,2.4363862160955,0.783643838825225,1
sro,pm5,2.43649598898982,0.783634085505111,1
pm5,sro,2.43649598898986,0.783634085505107,1
qbb,ast,2.438321313503,0.783471905447821,1
ast,qbb,2.43832131350308,0.783471905447814,1
qbb,eg3,2.43866836350229,0.783441070060272,1
eg3,qbb,2.43866836350234,0.783441070060267,1
qbb,ll2,2.44079793336029,0.783251857808379,1
ll2,qbb,2.44079793336034,0.783251857808374,1
rup,itg,2.44455444612615,0.782918091702035,1
itg,rup,2.44455444612618,0.782918091702032,1
fra,pm4,2.44487007901676,0.782890047724149,1
li3,ca6,2.44979646012541,0.782452338832023,1
ca6,li3,2.44979646012543,0.782452338832022,1
li1,ron,2.45117859419335,0.782329536239551,1
ron,li1,2.45117859419336,0.78232953623955,1
lm1,ca3,2.45161595861035,0.78229067641726,1
ca3,lm1,2.45161595861037,0.782290676417258,1
fra,ro1,2.45265433297211,0.782198416869841,1
ro1,fra,2.45265433297214,0.782198416869839,1
lm1,ca2,2.45337846505585,0.782134077744399,1
ca2,lm1,2.45337846505586,0.782134077744398,1
lat,ca4,2.45388639639552,0.782088948052022,1
ca4,lat,2.4538863963956,0.782088948052015,1
nea,win,2.45880171587332,0.781652221985642,1
win,nea,2.45880171587342,0.781652221985633,1
spa,pm4,2.46410698174878,0.781180849187321,1
ca6,lm1,2.46801590535439,0.780833541380011,1
lm1,ca6,2.46801590535441,0.78083354138001,1
eg1,ro2,2.46895399197416,0.780750192397056,1
ro2,eg1,2.46895399197422,0.78075019239705,1
itf,ro3,2.4690151763187,0.780744756168905,1
ro3,itf,2.4690151763187,0.780744756168905,1
lm2,ca6,2.47077397856169,0.780588486614385,1
ca6,lm2,2.47077397856171,0.780588486614383,1
lat,eg3,2.47098492349169,0.780569744160325,1
eg3,lat,2.47098492349172,0.780569744160322,1
ast,lm2,2.47402712381971,0.780299444704023,1
lm2,ast,2.47402712381972,0.780299444704022,1
dlm,glg,2.47878930491934,0.779876324980387,1
glg,dlm,2.47878930491938,0.779876324980383,1
itg,ruq,2.4836051970501,0.77944843303239,1
ruq,itg,2.48360519705013,0.779448433032388,1
ron,sc2,2.48648953722631,0.779192159448354,1
sc2,ron,2.48648953722633,0.779192159448352,1
ast,pm1,2.4975169892386,0.778212370492361,1
pm1,ast,2.4975169892386,0.778212370492361,1
eg1,spa,2.4979228783059,0.778176307254447,1
spa,eg1,2.49792287830598,0.77817630725444,1
pm1,ca3,2.49812916046357,0.778157979087643,1
ca3,pm1,2.49812916046361,0.77815797908764,1
spa,ro2,2.50281976169118,0.777741219234627,1
ro2,spa,2.5028197616912,0.777741219234626,1
pm4,ca5,2.50374413171846,0.777659088970721,1
li3,pr1,2.50381002698543,0.777653234177179,1
pr1,li3,2.50381002698545,0.777653234177177,1
ro2,src,2.50392864939395,0.777642694577853,1
src,ro2,2.503928649394,0.777642694577848,1
ca5,pm1,2.50408555535846,0.777628753485116,1
pm1,ca5,2.50408555535846,0.777628753485116,1
ca5,lm1,2.50736161339071,0.777337675775087,1
lm1,ca5,2.50736161339074,0.777337675775084,1
ro2,itf,2.50790858798104,0.777289077090439,1
itf,ro2,2.50790858798106,0.777289077090437,1
por,ro3,2.51451789821835,0.776701839968932,1
ro3,por,2.51451789821838,0.77670183996893,1
pr1,itf,2.51614059352009,0.776557663514225,1
itf,pr1,2.5161405935201,0.776557663514224,1
glg,ro3,2.5181866927919,0.77637586762274,1
ro3,glg,2.51818669279194,0.776375867622736,1
dlm,spa,2.51881603756909,0.776319950348149,1
spa,dlm,2.51881603756913,0.776319950348146,1
li3,ca5,2.51899258739631,0.776304263898487,1
ca5,li3,2.51899258739636,0.776304263898483,1
li3,src,2.52027830387646,0.776190028007332,1
src,li3,2.52027830387646,0.776190028007332,1
qbb,spa,2.52292887218848,0.775954525050137,1
spa,qbb,2.52292887218856,0.77595452505013,1
ll2,sro,2.52969884332325,0.775353013210154,1
sro,ll2,2.5296988433233,0.775353013210149,1
fra,pm5,2.52984184561345,0.775340307458683,1
pm5,fra,2.52984184561347,0.775340307458682,1
ron,sc3,2.5332685212229,0.775035847379041,1
sc3,ron,2.53326852122292,0.77503584737904,1
fro,li3,2.53341930410503,0.775022450322088,1
li3,fro,2.53341930410507,0.775022450322084,1
ca4,lm2,2.53355119843217,0.775010731512979,1
lm2,ca4,2.53355119843217,0.775010731512979,1
li2,sro,2.53413792618027,0.774958600760823,1
sro,li2,2.53413792618027,0.774958600760823,1
li2,pr1,2.53601820735431,0.774791537804989,1
pr1,li2,2.53601820735431,0.774791537804989,1
fro,win,2.5361114693821,0.774783251475133,1
win,fro,2.53611146938213,0.774783251475131,1
qbb,ca2,2.54724115222066,0.773794379311666,1
ca2,qbb,2.54724115222076,0.773794379311657,1
spa,ro1,2.54833254211624,0.773697409334813,1
ro1,spa,2.54833254211628,0.77369740933481,1
lm2,ca2,2.54874836357657,0.773660463603919,1
ca2,lm2,2.54874836357658,0.773660463603918,1
fra,pm3,2.55082171503177,0.773476246356324,1
pm3,fra,2.55082171503179,0.773476246356322,1
ca3,ro2,2.55101596102549,0.773458987602517,1
ro2,ca3,2.55101596102549,0.773458987602517,1
lat,ron,2.5528362781623,0.773297252450547,1
ron,lat,2.5528362781623,0.773297252450547,1
li3,ast,2.56425328577024,0.772282851485366,2
ast,li3,2.56425328577031,0.77228285148536,2
ron,itf,2.56733615619946,0.772008938491146,2
itf,ron,2.5673361561995,0.772008938491142,2
lm2,ca5,2.5673509496808,0.772007624090537,2
ca5,lm2,2.56735094968081,0.772007624090536,2
eg1,ron,2.56802995867126,0.771947294151297,2
ron,eg1,2.56802995867133,0.771947294151291,2
pm4,fur,2.56980183907548,0.771789862602335,2
glg,pm1,2.57020586366148,0.771753965023559,2
pm1,glg,2.57020586366148,0.771753965023559,2
lat,ca2,2.57973422480846,0.770907370269837,2
ca2,lat,2.57973422480854,0.77090737026983,2
fur,pm1,2.58054810780887,0.770835056776712,2
pm1,fur,2.5805481078089,0.77083505677671,2
pr1,ve1,2.58117104209606,0.770779709074068,2
ve1,pr1,2.58117104209607,0.770779709074067,2
ro4,spa,2.58160586057775,0.770741075458094,2
spa,ro4,2.58160586057775,0.770741075458094,2
ca2,ro3,2.58371439596568,0.77055373211857,2
